"","id","title","type","description","release_year","age_certification","runtime","genres","production_countries","seasons","imdb_id","imdb_score","imdb_votes"
"924","ts52830","Gilmore Girls: A Year in the Life","SHOW","Set nearly a decade after the finale of the original series, this revival follows Lorelai, Rory and Emily Gilmore through four seasons of change.",2016,"TV-14",92,"['comedy', 'drama']","['US']",1,"tt5435008",7.6,36359
"925","ts38731","Rebellion","SHOW","A group of young men and women in Dublin in 1916 are embroiled in a fight for independence during the Easter Rising. The story begins with the outbreak of World War I. As expectations of a short and glorious campaign are dashed, social stability is eroded and Irish nationalism comes to the fore. The tumultuous events that follow are seen through the eyes of a group of friends from Dublin, Belfast and London as they play vital and conflicting roles in the narrative of Ireland's independence.",2016,"TV-14",51,"['war', 'drama', 'history', 'european']","['GB', 'IE']",2,"tt4699982",7.1,3658
"926","ts42127","The Windsors","SHOW","Comedy soap opera re-imagining the lives of the British Royal Family as you have never seen them before.",2016,"TV-MA",27,"['comedy']","['GB']",3,"tt5692740",7.1,2648
"927","ts38809","The Get Down","SHOW","In 1977 New York City, the talented and soulful youth of the South Bronx chase dreams and breakneck beats to transform music history.",2016,"TV-MA",62,"['drama', 'music']","['US']",2,"tt4592410",8.2,22304
"928","tm253083","Blue Jay","MOVIE","Meeting by chance when they return to their tiny California hometown, two former high-school sweethearts reflect on their shared past.",2016,"",81,"['romance', 'drama']","['US']",NA,"tt5912454",7.3,17033
"929","tm316731","Bert Kreischer: The Machine","MOVIE","Storyteller Bert Kreischer expounds on a series of incredible and hilarious tales - from an unforgettable run-in with a grizzly bear to his legendary travels in Russia.",2016,"",70,"['comedy']","['US']",NA,"tt6545220",7.6,1513
"930","tm244403","ARQ","MOVIE","Two old friends living in a dystopic future become trapped in a mysterious time loop — one that may have something to do with an ongoing battle between an omnipotent corporation and a ragtag band of rebels.",2016,"R",88,"['scifi', 'thriller', 'action']","['US']",NA,"tt5640450",6.3,38463
"931","tm139194","Ratchet & Clank","MOVIE","When the galaxy comes under the threat of a nefarious space captain, a mechanic and his newfound robot ally join an elite squad of combatants to save the universe.",2016,"PG",94,"['action', 'animation', 'comedy', 'family', 'scifi', 'fantasy']","['US', 'CA']",NA,"tt2870834",5.5,10764
"932","tm245671","Dangal","MOVIE","Dangal is an extraordinary true story based on the life of Mahavir Singh and his two daughters, Geeta and Babita Phogat. The film traces the inspirational journey of a father who trains his daughters to become world class wrestlers.",2016,"PG",161,"['action', 'drama', 'sport']","['IN']",NA,"tt5074352",8.4,180247
"933","tm235227","Bill Hicks: Reflections","MOVIE","Comedy Dynamics sits down with Bill Hicks’ brother, Steve, who tells old stories, squashes old rumors and reveals the brother and son behind the late comedian. Told amidst old and rare footage, it’s a must watch for any fan.",2015,"",34,"['documentation']","['US']",NA,"",NA,NA
"934","tm239733","Headshot","MOVIE","A young man washes ashore, his memory gone - but his past comes back to haunt him after he is nursed back to health and his killing ability is needed when he takes on a powerful drug lord.",2016,"",118,"['thriller', 'action', 'drama']","['ID']",NA,"tt5147214",6.3,14608
"935","ts38568","Flaked","SHOW","In his funky California beach enclave, Chip's the go-to guy for personal insights. But he isn't quite as enlightened when it comes to his own baggage.",2016,"TV-MA",32,"['drama', 'romance', 'comedy']","['US']",2,"tt4973548",7.2,11264
"936","ts37944","A Very Secret Service","SHOW","At the height of the Cold War in 1960, André Merlaux joins the French Secret Service and contends with enemies both foreign and bureaucratic.",2015,"TV-MA",27,"['comedy', 'european']","['FR']",2,"tt4367560",7.7,3461
"937","ts42137","Voltron: Legendary Defender","SHOW","Five unlikely teenage heroes and their flying robot lions unite to form the megapowerful Voltron and defend the universe from evil.",2016,"TV-Y7",24,"['action', 'scifi', 'animation', 'comedy', 'drama', 'family', 'fantasy']","['US']",8,"tt5580664",8.1,8706
"938","ts35987","Transformers: Robots In Disguise","SHOW","Years after the events of Predacons Rising, Bumblebee is summoned back to Earth to battle several of Cybertron's most wanted Decepticons that escaped from a crashed prison ship and assembles a team of young Autobots that includes Sideswipe (a rebel ""bad boy bot""), Strongarm (an Elite Guard cadet), Grimlock (a bombastic Dinobot), and Fixit (a hyperactive Mini-Con with faulty wiring).",2015,"TV-Y7",21,"['scifi', 'animation', 'action', 'comedy']","['US']",5,"tt3604232",6,1048
"939","tm123789","The Young Messiah","MOVIE","Tells the story of Jesus Christ at age seven as he and his family depart Egypt to return home to Nazareth. Told from his childhood perspective, it follows young Jesus as he grows into his religious identity.",2016,"PG-13",120,"['drama', 'fantasy']","['US']",NA,"tt1002563",5.6,3542
"940","ts38770","Lady Dynamite","SHOW","A single-camera half-hour comedy based on what Maria Bamford has accepted to be ""her life."" It's the sometimes surreal story of a woman who loses — and then finds — her s**t.",2016,"TV-MA",30,"['comedy', 'drama']","['US']",2,"tt4789300",7.3,3655
"941","ts42038","No Tomorrow","SHOW","When a risk-averse, straight-arrowed, female procurement manager at an Amazon-like distribution center falls in love with a free-spirited man who lives life to the fullest because he believes the apocalypse is imminent, they embark on a quest together to fulfill their individual bucket lists, with comedic and poignant results.",2016,"TV-14",47,"['comedy', 'drama', 'romance', 'thriller']","['US']",1,"tt1527428",7.3,5101
"942","tm244381","Marauders","MOVIE","An untraceable group of elite bank robbers is chased by a suicidal FBI agent who uncovers a deeper purpose behind the robbery-homicides.",2016,"R",107,"['thriller', 'action', 'crime']","['CA']",NA,"tt3963816",5.5,21929
"943","tm233533","White Girl","MOVIE","Summer, New York City. A college girl falls hard for a guy she just met. After a night of partying goes wrong, she goes to wild extremes to get him back.",2016,"",88,"['drama', 'horror', 'crime']","['US']",NA,"tt4134536",5.7,10646
"944","ts42119","Greenleaf","SHOW","The unscrupulous world of the Greenleaf family and their sprawling Memphis megachurch, where scandalous secrets and lies are as numerous as the faithful. Born of the church, the Greenleaf family love and care for each other, but beneath the surface lies a den of iniquity—greed, adultery, sibling rivalry and conflicting values—that threatens to tear apart the very core of their faith that holds them together.",2016,"TV-MA",42,"['drama']","['US']",5,"tt4971144",7.3,5158
"945","ts76079","Grizzy & the Lemmings","SHOW","The forest ranger's house is the only area of human civilization in the middle of untamed wilderness in a vast natural reserve in Canada. When the ranger is away, a bear named Grizzy feels that the ranger's house is his territory, given that bears sit at the top of the food chain. After making his way inside the home, Grizzy takes advantage of all the modern conveniences there, including a comfortable sofa, air conditioning and fully equipped kitchen. He's not alone, though, because a group of small creatures called lemmings also populate the ranger's house when he is away. Because Grizzy and the lemmings are not civilized enough to live together in peace, it becomes an atmosphere of madness when the two sides try to outdo each other with tricks.",2016,"TV-Y7",7,"['comedy', 'animation', 'family', 'european']","['FR']",3,"tt6717058",7.1,579
"946","tm166321","Our Brand Is Crisis","MOVIE","Based on the documentary ""Our Brand Is Crisis"", this feature focuses on the use of American political campaign strategies in South America.",2015,"R",108,"['comedy', 'drama']","['US']",NA,"tt1018765",6.1,22147
"947","tm243121","Mascots","MOVIE","Eager contestants don big heads and furry suits to vie for the title of World's Best Mascot.",2016,"",89,"['comedy']","['US']",NA,"tt4936176",5.8,7381
"948","tm239707","The Do-Over","MOVIE","The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.",2016,"PG-13",108,"['action', 'comedy']","['US']",NA,"tt4769836",5.7,45146
"949","tm242736","Bo Burnham: Make Happy","MOVIE","Combining his trademark wit and self-deprecating humor with original music, Bo Burnham offers up his unique twist on life in this stand-up special about  life, death, sexuality, hypocrisy, mental illness and Pringles cans.",2016,"",60,"['comedy', 'music', 'documentation']","['US']",NA,"tt5777636",8.4,14356
"950","ts41995","Zumbo's Just Desserts","SHOW","Australia’s very own Willy Wonka Adriano Zumbo and acclaimed British chef Rachel Khoo go in search of Australia’s sweetest home cooks. Amateur dessert makers from around the country will put their sweet baking skills to the test until the ultimate dessert king or queen is crowned.",2016,"TV-14",52,"['reality']","['AU']",2,"tt7239256",6.9,2125
"951","ts54028","Case","SHOW","A dramatic thriller about a broken lawyer who seeks redemption through his investigation into the suspicious suicide of a teenage ballet prodigy.",2015,"",46,"['crime', 'drama', 'thriller']","['IS']",1,"tt7875988",7,2688
"952","tm136061","Suffragette","MOVIE","Based on true events about the foot soldiers of the early feminist movement who were forced underground to evade the State.",2015,"PG-13",106,"['drama', 'history']","['FR', 'GB']",NA,"tt3077214",6.9,41529
"953","tm201222","The Girl King","MOVIE","A portrait of the brilliant, extravagant Kristina of Sweden, queen from age six, who fights the conservative forces that are against her ideas to modernize Sweden and who have no tolerance for her awakening sexuality.",2015,"",106,"['drama', 'european', 'history', 'romance']","['SE', 'CA', 'FI', 'FR', 'DE']",NA,"tt1254322",5.8,4065
"954","tm215638","Boyka: Undisputed IV","MOVIE","In the fourth installment of the fighting franchise, Boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for. When he finds out the wife of the man he accidentally killed is in trouble, Boyka offers to fight in a series of impossible battles to free her from a life of servitude.",2016,"R",87,"['drama', 'european']","['BG']",NA,"",NA,NA
"955","tm205437","Dream/Killer","MOVIE","In 2005, 20-year-old Ryan Ferguson was convicted and sentenced to 40 years in prison for a crime he did not commit. dream/killer is the story of how his father Bill embarked on 10-year campaign to prove Ryan’s innocence. The film is chock-full of incredible characters. From the questionable District Attorney Kevin Crane, and the highly-confused witness Chuck Erickson, to the high-powered Chicago attorney Kathleen Zellner, the doc depicts both a highly flawed justice system, as well as one that can work brilliantly.",2015,"",107,"['crime', 'documentation']","['US']",NA,"tt4504438",7.4,1938
"956","tm219276","Tallulah","MOVIE","Desperate to be rid of her toddler, a dissatisfied Beverly Hills housewife hires a stranger to babysit and ends up getting much more than she bargained for.",2016,"",111,"['drama', 'romance', 'comedy']","['US']",NA,"tt1639084",6.7,20111
"957","tm233544","Marco Polo: One Hundred Eyes","MOVIE","Before he lost his sight. Before he pledged his service to Kublai Khan. Hundred Eyes saw what made him into the deadly assassin who trains Marco Polo.",2015,"",28,"['action', 'history', 'drama']","['US']",NA,"tt5248968",7.8,10742
"958","ts11670","The Adventures of Puss in Boots","SHOW","The world's greatest feline fighter, lover and milk connoisseur is back in this original series filled with daring adventures, great boots, and laugh-out-loud fun! The entire family will be entranced by Puss' fantastical CG world filled with new characters, exotic locations and mystical tales that make up the stuff of legends. There's nothing that can get in this celebrated swashbuckling kitty's way...except maybe a hairball.",2015,"TV-Y7",23,"['family', 'animation', 'comedy', 'fantasy', 'western', 'action']","['US']",6,"tt3807034",6.6,1696
"959","ts42090","Last Chance U","SHOW","In a docuseries set at one of NCAA football's most fertile recruiting grounds, guys with red flags seek to prove their worth on the field and in class.",2016,"TV-MA",55,"['documentation', 'sport']","['US']",5,"tt5863126",8.4,6789
"960","ts86021","Molang","SHOW","Molang is an affectionate and humorous perspective on the relationship between an eccentric, joyful and enthusiastic rabbit, and a shy, discreet and emotional little chick. Despite their many differences, these two enjoy a unique friendship. They have great times together ranging from the mundane to the extraordinary. Whether they're flying to the moon or merely watering the vegetable patch, Molang and Piu Piu experience unexpected, even unsettling situations. Tricky incidents and misunderstandings are soon transformed into opportunities for fun moments and humor, which Molang's friends are happy to come and share in.",2015,"TV-G",3,"['animation', 'comedy', 'family', 'european']","['FR']",3,"tt6046238",8.4,346
"961","ts35406","Between","SHOW","Between is the story of a town under siege from a mysterious disease that has wiped out everybody except those 21 years old and under. The series explores the power vacuum that results when a government has quarantined a 10-mile diameter area and left the inhabitants to fend for themselves.",2015,"TV-14",25,"['scifi', 'drama', 'thriller']","['CA']",2,"tt4531748",6,9059
"962","ts128895","Midnight Diner: Tokyo Stories","SHOW","An anthology of human relationship stories connected by the only open in the wee hours diner the characters frequent. Resolutions are often facilitated by the owner/chef.",2016,"TV-14",28,"['drama']","['JP']",2,"tt6150576",8.4,4109
"963","ts37660","Reply 1988","SHOW","A nostalgic trip back to the late 1980s through the lives of five families and their five teenage kids living in a small neighborhood in Seoul.",2015,"TV-14",95,"['comedy', 'drama', 'family', 'romance']","['KR']",1,"tt5182866",9.2,6557
"964","ts41258","Cinderella and Four Knights","SHOW","Eun Ha-Won is a college student. She is a bright girl who wants to be a veterinarian, but at home she is lonely. She is isolated from her family members. Eun Ha-Won lives with father, step-mother and step-sister after her mother died in a car accident. One day, she helps a mysterious old man. The old man suggests to her to live in a mansion and pursue her dream of becoming a veterinarian. Since than, she moves into the mansion and lives with three cousins Kang Ji-Woon, Kang Hyun-Min, Kang Seo-Woo and their bodyguard Lee Yoon-Sung.",2016,"TV-PG",61,"['comedy', 'drama', 'romance']","['KR']",1,"tt5764414",7.5,3663
"965","tm308241","Legends of the Hidden Temple","MOVIE","Three siblings who break away from a lackluster temple tour in a jungle finds themselves immersed in a real-life mission comprised of obstacles that they must complete in order to escape alive.",2016,"PG",68,"['family']","['US']",NA,"tt5333842",5.7,896
"966","ts81483","Simon","SHOW","Simon is an adorable little rabbit who exudes all the vitality of childhood. He's at an age when little rabbits (and indeed little children!) are starting to come into their own - challenging relationships with parents, embarking upon school life, learning about the world in general, dealing with authority and of course, language.",2016,"TV-Y",5,"['animation', 'comedy', 'family']","['FR']",2,"tt7699866",7,127
"967","tm221225","David Brent: Life on the Road","MOVIE","A camera crew catches up with David Brent, the former star of the fictional British series, ""The Office"" as he now fancies himself a rockstar on the road.",2016,"",96,"['comedy', 'music', 'action']","['GB']",NA,"tt6852304",6.3,20005
"968","ts37896","Conspiracy","SHOW","Skeptics and others discuss widely held conspiracy theories involving aliens, government cover-ups, secret assassinations and other intrigues.",2015,"TV-14",43,"['documentation', 'history', 'european']","['GB']",1,"tt4761054",6.2,367
"969","ts52943","The Sound of Your Heart","SHOW","Comedy following Cho Seok's ridiculous but hilarious adventures with his girlfriend-turned-wife Ae Bong, their dogs, older brother Jo Joon, and parents. Based on the popular webtoon series of the same name.",2016,"",24,"['drama', 'comedy']","['KR']",2,"tt4613520",8.2,1075
"970","tm244052","Sebastian Maniscalco: Why Would You Do That?","MOVIE","Comedian Sebastian Maniscalco performs his third Showtime special at the Beacon Theatre in Manhattan.",2016,"",63,"['comedy']","['US']",NA,"tt6295304",7.3,1063
"971","ts36547","Club de Cuervos","SHOW","When the patriarch of a prominent family dies, his heirs battle to determine who will gain control of his beloved soccer team: The Cuervos of Nuevo Toledo.",2015,"TV-MA",44,"['comedy', 'drama']","['MX']",4,"tt4680240",8.2,5514
"972","ts84398","Little Things","SHOW","A cohabiting couple in their 20s navigate the ups and downs of work, modern-day relationships and finding themselves in contemporary Bengaluru.",2016,"TV-MA",25,"['comedy', 'drama', 'romance']","['IN']",4,"tt6522580",8.2,6461
"973","tm240007","Sniper: Ghost Shooter","MOVIE","Elite snipers Brandon Beckett and Richard Miller are tasked with protecting a gas pipeline from terrorists looking to make a statement. When battles with the enemy lead to snipers being killed by a ghost shooter who knows their exact location, tensions boil as a security breach is suspected. Is there someone working with the enemy on the inside? Is the mission a front for other activity? Is the Colonel pulling the strings?",2016,"R",100,"['drama']","['US']",NA,"",NA,NA
"974","tm233493","Middle School: The Worst Years of My Life","MOVIE","Rafe has an epic imagination...and a slight problem with authority. Both collide when he transfers to an oppressive, rule-crazy middle school. Drowning in do's and don'ts, Rafe and his scheming best friend Leo hatch a plan to break every rule in the school's Code of Conduct. It's Ferris Bueller meets Home Alone as their battle with Principal Dwight explodes into chaos both real and imagined. But Dwight displays his own fiendish creativity, striking back at the rulebreakers. Meanwhile, Rafe struggles to hide his misbehavior from Jeanne, the straight-A, overachieving girl of his dreams, and at home, his mother's boyfriend -- a moochy, jack-of-no-trades named Bear -- threatens to become his stepfather.",2016,"PG",92,"['comedy', 'family', 'animation']","['US']",NA,"tt4981636",6,8972
"975","ts39014","Kuromukuro","SHOW","When mecha attack a research center, its students, pilots, and researchers must fight back with the help of mysterious artifacts and a young samurai.",2016,"TV-14",24,"['comedy', 'drama', 'action', 'scifi', 'animation']","['JP']",2,"tt5895314",7.2,1265
"976","tm140436","Rock the Kasbah","MOVIE","A washed-up music producer finds one last shot at redemption with a golden-voiced young girl in Afghanistan. However, when jealousy gets the better of a disgruntled ex-boyfriend, he decides to oppose the young star with talent of his own.",2015,"R",100,"['comedy', 'music', 'war']","['MA', 'US']",NA,"tt3165590",5.5,11963
"977","ts38764","Marseille","SHOW","The longtime mayor of Marseille is preparing to hand over the reins to his protégé when a sudden and ruthless battle erupts for control of the city.",2016,"TV-MA",46,"['drama', 'european']","['FR']",2,"tt4003966",6.9,5083
"978","ts54110","Puffin Rock","SHOW","Life is sweet on beautiful Puffin Rock, where puffling Oona, her baby brother Baba and their pals learn about nature, friendship and family. Follow the pufflings on their adventures as they explore the wild island!",2015,"TV-Y",11,"['animation', 'family', 'comedy', 'european']","['IE']",2,"tt3590338",8.7,891
"979","ts54156","Chef's Table: France","SHOW","Sample the bold new flavors of France with chefs who are pushing the boundaries of fine dining and reinventing a rich culinary tradition.",2016,"TV-14",60,"['documentation']","['US']",1,"tt6088326",8.2,1723
"980","tm213681","Veteran","MOVIE","When an old collaborator gets severely injured, a veteran policeman tries to figure out the way to bring to justice the ultimately suspected aggressor, a spoiled young executive, heir to a mega corporation, who believes he is above the law.",2015,"",124,"['crime', 'thriller', 'action', 'comedy']","['KR']",NA,"tt4768764",7,6501
"981","tm228242","A Very Murray Christmas","MOVIE","Bill Murray worries no one will show up to his TV show due to a massive snowstorm in New York City. Through luck and perseverance, guests arrive at Gotham’s Carlyle Hotel to help him — dancing and singing in holiday spirit.",2015,"",56,"['comedy', 'music']","['US']",NA,"tt4537842",5.5,15428
"982","tm209950","Kevin Hart: What Now?","MOVIE","In Universal Pictures’ Kevin Hart: What Now?, comedic rock-star Kevin Hart follows up his 2013 hit stand-up concert movie Let Me Explain, which grossed $32 million domestically and became the third-highest live stand-up comedy movie of all time. Hart takes center stage in this groundbreaking, record-setting, sold-out performance of “What Now?”—filmed outdoors in front of 50,000 people at Philadelphia’s Lincoln Financial Field—marking the first time a comedian has ever performed to an at-capacity football stadium.",2016,"R",96,"['comedy', 'documentation']","['US']",NA,"tt4669186",5.9,9458
"983","tm205935","Extraction","MOVIE","When a former CIA operative is kidnapped by a group of terrorists, his son learns there is no plan for his father to be saved—so he launches his own rescue operation.",2015,"R",92,"['thriller', 'action']","['GB', 'US']",NA,"tt4382872",4.1,11180
"984","tm244134","Tramps","MOVIE","A young man and woman find love in an unlikely place while carrying out a shady deal.",2016,"",83,"['romance', 'comedy', 'documentation', 'european']","['US']",NA,"tt9049178",6.5,5460
"985","tm271070","The Warriors Gate","MOVIE","After a mysterious chest opens a gateway through time, teen gamer Jack is transported to an ancient empire terrorized by a cruel barbarian king. Jack will need all of his gaming skills as he battles to defeat the barbarian, protect a beautiful princess, and somehow find his way back home.",2016,"PG-13",108,"['action', 'comedy', 'family', 'fantasy', 'european']","['CA', 'CN', 'FR']",NA,"tt4652532",5.4,5057
"986","tm267135","The Dreamseller","MOVIE","The main actor believes that true success is the attaining WHAT money can't buy and encourages people to follow their dreams. He forms a huge following which becomes cult like following. Officials start feeling threatened and conspire to kill him.",2016,"",96,"['drama']","['BR']",NA,"tt5496926",6,1438
"987","tm233616","LEGO Marvel Super Heroes: Avengers Reassembled!","MOVIE","The Avengers are forced to “party” with Ultron when he seeks to disassemble the team by taking control of Iron Man’s armor and enact a nefarious scheme to take over the world.",2015,"",22,"['animation', 'comedy', 'scifi', 'action']","['US']",NA,"tt5371572",6.1,843
"988","tm211510","Incarnate","MOVIE","An exorcist comes up against an evil from his past when he uses his skills to enter the mind of a nine year old boy.",2016,"PG-13",91,"['horror', 'thriller']","['US']",NA,"tt3216348",5.2,12918
"989","tm157283","Güeros","MOVIE","Set amidst the 1999 student strikes in Mexico City, this coming-of-age tale finds two brothers venturing through the city in a sentimental search for an aging legendary musician. Shot in black-and-white, Güeros brims with youthful exuberance.",2015,"",106,"['drama', 'comedy']","['MX']",NA,"tt3499048",7.4,4120
"990","tm219173","Term Life","MOVIE","If Nick Barrow can stay alive for 21 days, he'll die happy. Everyone Nick knows wants him dead; Mob bosses, contract killers, and dirty cops. Performing the last act of a desperate man, Nick takes out a million dollar insurance policy on himself, payable to his estranged daughter. The problem? The policy doesn't take effect for 21 days. Nick knows they'll be lucky to be alive for twenty-one hours.",2016,"R",93,"['thriller', 'action', 'crime', 'drama']","['US']",NA,"tt2978102",5.6,7860
"991","tm244507","The Distinguished Citizen","MOVIE","After refusing big and prestigious awards all over the world, Mr. Mantovani, Literature Nobel Prize winner, accepts an invitation to visit his hometown in Argentina, which has been the inspiration for all of his books. It turns out that accepting this invitation is the worse idea of his life. Expect the unexpected when you have used real people as characters in your novels!",2016,"",118,"['comedy', 'drama', 'european']","['AR', 'ES']",NA,"tt4562518",7.5,11495
"992","tm218052","Drishyam","MOVIE","A simple, street-smart man tries to protect his family from a tough cop looking for his missing son.",2015,"R",163,"['thriller', 'crime', 'drama']","['IN']",NA,"tt4430212",8.2,79075
"993","tm229542","John Mulaney: The Comeback Kid","MOVIE","Armed with boyish charm and a sharp wit, the former ""SNL"" writer offers sly takes on marriage, his beef with babies and the time he met Bill Clinton.",2015,"PG",62,"['comedy', 'documentation']","['US']",NA,"tt5069564",7.9,8471
"994","tm335263","Kathleen Madigan: Bothering Jesus","MOVIE","Kathleen Madigan's stand up special.",2016,"R",71,"['comedy']","['XX']",NA,"",NA,NA
"995","tm241314","Minimalism: A Documentary About the Important Things","MOVIE","How might your life be better with less? The popular simple-living duo The Minimalists examines the many flavors of minimalism by taking the audience inside the lives of minimalists from various walks of life.",2015,"",79,"['documentation']","['US']",NA,"tt4685424",6.7,15656
"996","ts75829","Lego Bionicle: The Journey to One","SHOW","Six legendary heroes find themselves on an epic quest as they harness the power of nature's elements to defeat the forces of evil.",2016,"TV-Y7",17,"['animation', 'action', 'fantasy', 'scifi']","['US']",2,"tt5075942",5.5,170
"997","tm282915","Fate/Grand Order: First Order","MOVIE","The year 2015 CE.  The last era in which magecraft still thrived.  The Chaldea Security Organization was founded to focus on preserving the continuation of human history. They observe a world which magecraft couldn't observe and science couldn't measure all to prevent the certain extinction of humanity.  But one day, the future that Chaldea continued to observe disappears and humanity's extinction in 2017 becomes clear. Rather, it had already happened.  The cause seems to be related to Fuyuki, a provincial town in Japan, in the year 2004 CE. There, an ""unobservable region"" that had not existed before appears.  Based on the assumption that Fuyuki is the reason for humanity's extinction, Chaldea issues an order to explore, investigate, and possibly destroy this singularity – a quest for the Holy Grail, the Grand Order.",2016,"",72,"['fantasy', 'animation']","['JP']",NA,"tt6213810",5.7,865
"998","ts35360","Inspector Gadget","SHOW","When Dr. Claw returns, Inspector Gadget is brought out of retirement to defeat him again, now with Penny and Brain's open participation.",2015,"TV-Y",21,"['action', 'comedy', 'family', 'scifi', 'animation']","['CA', 'US']",4,"tt3910690",4.5,614
"999","tm246870","Lavender","MOVIE","A photographer struggling with memory loss discovers her pictures may indicate something sinister is hitting close to home.",2016,"",92,"['thriller', 'drama']","['CA', 'US']",NA,"tt9237490",5.3,7005
"1000","tm238748","The Darkness","MOVIE","A family returns from a Grand Canyon vacation with a supernatural presence in tow.",2016,"PG-13",92,"['thriller', 'horror']","['US']",NA,"tt1878841",4.5,15848
"1001","tm193125","Hot Girls Wanted","MOVIE","A first-ever look at the realities of the professional “amateur” porn world and the steady stream of 18-to-19-year old girls entering into it.",2015,"",84,"['documentation']","['US']",NA,"tt4382552",6.1,17447
"1002","ts42075","Intersection","SHOW","Naz who is a paediatrician loses her baby during pregnancy. Even though her husband wants another baby, she refuses to go through the same thing all over again. She goes to Italy for a conference and meets Ali Nejat there.",2016,"TV-MA",97,"['drama']","['TR']",2,"tt5303668",6.7,1152
"1003","ts41883","The K2","SHOW","A patriotic bodyguard who was abandoned by his country and colleagues, a hidden daughter of leading Presidential candidate who regards love as a tool for revenge, and the First Lady contender who hides her ambition and charisma behind a kind and friendly personality.",2016,"TV-14",65,"['war', 'drama', 'romance', 'thriller']","['KR']",1,"tt8535796",7.9,5615
"1004","ts36630","Dinotrux","SHOW","Half dinosaur, half construction truck, full-on fun! Watch giant Ty Rux, his little buddy Revvit and the crew come face-to-face with evil D-Structs.",2015,"TV-Y7",23,"['action', 'comedy', 'family', 'animation']","['US']",5,"tt1396212",6.8,458
"1005","ts41260","Hello, My Twenties!","SHOW","With different personalities, life goals and taste in men, five female college students become housemates in a shared residence called Belle Epoque.",2016,"TV-14",63,"['comedy', 'drama', 'romance']","['KR']",2,"tt5858892",8.3,2127
"1006","ts39017","Dawn of the Croods","SHOW","The world's first family is back for more laughs as they discover sports, sleepovers and other wonders in a world of exotic creatures and adventures. This 2D animated cartoon is based on the 3D animated feature film, ""The Croods"".",2015,"TV-Y7",23,"['comedy', 'family', 'animation']","['US']",4,"tt5193172",5.8,712
"1007","tm229140","Anthony Jeselnik: Thoughts and Prayers","MOVIE","There's no subject too dark as the comedian skewers taboos and riffs on national tragedies before pulling back the curtain on his provocative style.",2015,"",59,"['comedy']","['US']",NA,"",NA,NA
"1008","ts38757","Kong: King of the Apes","SHOW","Set in 2050, Kong becomes a wanted fugitive after wrecking havoc at Alcatraz Island’s Natural History and Marine Preserve. What most humans on the hunt for the formidable animal don’t realize, though, is that Kong was framed by an evil genius who plans to terrorize the world with an army of enormous robotic dinosaurs. As the only beast strong enough to save humanity from the mechanical dinos, Kong must rely on the help of three kids who know the truth about him.",2016,"TV-Y7",21,"['animation', 'scifi', 'action', 'comedy', 'family']","['US']",2,"tt5462936",5.9,325
"1009","tm290444","Pandora","MOVIE","When an earthquake hits a Korean village housing a run-down nuclear power plant, a man risks his life to save the country from imminent disaster.",2016,"R",136,"['drama', 'action', 'thriller']","['KR']",NA,"tt6302160",6.6,7304
"1010","ts35596","Bella and the Bulldogs","SHOW","A head cheerleader's life takes an unexpected twist when her rifle-like throwing arm takes her from the sidelines to becoming her middle school’s starting quarterback. Bella Dawson is a confident, caring and talented teenager, who suddenly finds herself fulfilling a lifelong dream but also having to navigate the world of her teammates Troy, Sawyer and Newt, without losing her two best friends, Pepper and Sophie from the cheer squad.",2015,"TV-G",23,"['comedy', 'family', 'sport']","['US']",2,"tt3596178",5,2114
"1011","ts144323","Unnatural Selection","SHOW","Three high school students decide to escape the mundane urban environment and embark on a fishing adventure.",2015,"TV-MA",35,"['reality', 'documentation', 'comedy']","['US']",1,"tt11063952",8.1,12
"1012","tm275800","The Lighthouse of the Orcas","MOVIE","A mother travels to Patagonia with her autistic son with the hope that a ranger and a pod of wild orcas can help him find an emotional connection.",2016,"",110,"['drama', 'romance', 'european']","['AR', 'ES']",NA,"tt4944658",6.8,3844
"1013","ts42218","Sin senos sí hay paraíso","SHOW","A young woman born in a mafia-controlled town seeks revenge on those who wrongfully harmed and imprisoned her family.",2016,"TV-MA",47,"['action', 'drama', 'romance', 'crime']","['CO']",4,"tt5676412",6.5,546
"1014","tm233561","Shaun the Sheep: The Farmer's Llamas","MOVIE","In The Farmer's Llamas the wily sheep bluffs his dim-witted farmer master into bidding for three llamas at a county fair. Once they show up at the farm, however, they cause such chaotic destructive mayhem that Shaun has to carefully remove them – high speed chases, careful rooftop scrambles and dangerous falls ensue.",2015,"",30,"['comedy', 'animation', 'family']","['GB']",NA,"tt5174284",6.8,1364
"1015","tm232950","The Devil's Mistress","MOVIE","Salzburg, Germany, 2000. The elderly Czech actress Lída Baarová tells a journalist the tumultuous story of her rise to fame in 1930s Berlin and her passionate relationship with the sinister Joseph Goebbels, Minister of Propaganda of the Third Reich.",2016,"",111,"['romance', 'drama', 'history', 'european']","['SK', 'CZ']",NA,"tt4240406",5.8,2325
"1016","tm266628","LEGO Jurassic World: The Indominus Escape","MOVIE","The scientists of Jurassic World create a captivating and terrifying new creature that loves hot dogs. But what happens when the hot dogs run out?",2016,"G",24,"['family', 'animation', 'comedy']","['US']",NA,"",NA,NA
